Lema;LlenguaOrigen;Lemes_Morfema;PluralIrregular;CatGramatical;NivellLlengua;CatSemantica
ensanguinament;;;;Masculí;;
ensanguinar;;;;verb transitiu i pronominal;;
ensanguinat;;-ada;;adjectiu;;
ensanguinat;;-ada;;masculí;;
ensarabatat;;-ada;;adjectiu;;
ensariar;;;;verb transitiu;;
ensarionar;;;;verb transitiu;;
enseguidar;;;;verb transitiu;;
ensogar;;;;verb transitiu;;
ensolar;;;;verb transitiu;;
ensomiar;;;;verb transitiu i intransitiu;;
ensonillar;;;;verb transitiu i pronominal;;
ensordar;;;;verb transitiu i pronominal;;
ensucrament;;;;masculí;;
entabuixador;;-a;;adjectiu;;
entaulellament;;;;masculí;;
entebiar;;;;verb transitiu i pronominal;;
entemenar;;;;verb transitiu;;
entente;;;;femení;;
enterar-se;;;;verb pronominal;col·loquial;
enterobiosi;;;;femení;;
enteular;;;;verb transitiu;;
entortillament;;;;masculí;;
entortilló;;;;masculí;;
entra-i-ix;;;;masculí;;
entrajat;;-ada;;adjectiu;col·loquial;
entramar;;;;verb transitiu;;
entrecavó;;;;masculí;;
entrefiletar;;;;verb transitiu;;
entrefolrar;;;;verb transitiu;;
entreforrar;;;;verb transitiu;;
entreforro;;;;masculí;;
entreguerres;;;;loc. adj.;;
entresuament;;;;masculí;;
entretenidor;;-a;;adjectiu i masculí i femení;;
entreval;;;;masculí;;
entulladura;;;;femení;;
entullar;;;;verb transitiu;;
envelament;;;;masculí;;
envenció;;;;femení;;
enventrellar;;;;verb transitiu;;
enviciar;;;;verb transitiu i pronominal;;
envidriment;;;;masculí;;
envidriolar;;;;verb transitiu;;
envidrir-se;;;;verb pronominal;;
envitrallar;;;;verb transitiu;;
enxicar-se;;;;verb pronominal;;
enxiser;;-a;;adjectiu;;
enxovat;;-ada;;adjectiu;;
enza;;;;masculí i femení;;
enza;;;;femení;antic;
enza;;;;loc. verb.;;
enzer;;;;masculí;;
epagomen;;-a;;adjectiu;;
epidermoide;;;;adjectiu;;
epidermoide;;;;masculí;;
epiglossi;;;;femení;;
epipelàgic;;-a;;adjectiu;;
epiploïtis;;;;femení invariable;;
equilingüisme;;;;masculí;;
equiliquà;;;;adverbi;col·loquial;
equisetata;;;;femení;;
ergàstula;;;;femení;;
ergògraf;;;;masculí;;
ergònom;;-a;;masculí i femení;;
eriçal;;;;masculí;;
eritrèmia;;;;femení;;
ertzaintza;basc;;;femení;;
erúcic;;;;adjectiu s.l.;;
erugar-se;;;;verb pronominal;;
esbardal;;;;masculí;;
esbargidor;;-a;;adjectiu;;
esbarrallar;;;;verb transitiu;;
esbarrallar;;;;verb pronominal;;
esbarrallat;;-ada;;adjectiu;;
esbarrancada;;;;femení;;
esbarrancar-se;;;;verb pronominal;;
esbelec;;;;masculí;;
esbeltir;;;;verb transitiu i pronominal;;
esbiaixament;;;;masculí;;
esblanquiment;;;;masculí;;
esblanquir;;;;verb transitiu i pronominal;;
esblanquit;;-ida;;adjectiu;;
esbordegar;;;;verb transitiu;;
esbossament;;;;masculí;;
esbramar;;;;verb transitiu;;
esburrullat;;-ada;;adjectiu;;
escabiosi;;;;femení;;
escabussador;;-a;;adjectiu;;
escabussador;;-a;;masculí i femení;;
escabussejar;;;;verb intransitiu;;
escadors;;;;adjectiu invariable;;
escaiolar;;;;verb transitiu;;
escaleter;;;;masculí;;
escalfiment;;;;masculí;;
escalfir;;;;verb transitiu;;
escalfir;;;;verb pronominal;;
escalfit;;-ida;;adjectiu;;
escamó;;;;masculí;;
escamotxó;;;;masculí;;
escampiada;;;;femení;;
escampiar;;;;verb intransitiu;;
escampida;;;;femení;;
escampir;;;;verb intransitiu i pronominal;;
escamporrullar-se;;;;verb pronominal;;
escàmula;;;;femení;;
escamulós;;-osa;;adjectiu;;
escanelladura;;;;femení;;
escanellar-se;;;;verb pronominal;;
escapària;;;;femení;;
escarabatol;;;;masculí;;
escarabatola;;;;femení;;
escarbapallers;;;;masculí invariable;;
escarlèbit;;;;masculí;;
escarotamenta;;;;femení;col·loquial;
escarramallar-se;;;;verb pronominal;;
escatainejar;;;;verb intransitiu;;
escatofàgia;;;;femení;;
escient;;;;adjectiu;antic;
escissípar;;-a;;adjectiu;;
esclafadís;;-issa;;adjectiu;;
esclafallidons;;;;masculí invariable;;
esclafunyar;;;;verb transitiu i pronominal;;
esclatacor;;;;loc. adv. s.l.;;
esclatadura;;;;femení;;
esclaterada;;;;femení;;
escleroma;;;;masculí;;
esclerotització;;;;femení;;
esclerotitzar;;;;verb transitiu;;
escoladís;;-issa;;adjectiu;;
escollerar;;;;verb transitiu;;
escollerat;;-ada;;adjectiu;;
escombreries;;;;femení plural;;
escondir;;;;verb transitiu i pronominal;antic;
escondit;;;;masculí;;
escorfollar;;;;verb transitiu;;
escotxec;;;;masculí;;
escuraflascó;;;;masculí;;
escura-ximeneres;;;;masculí i femení invariable;;
esfàgnide;;;;femení plural;;
esfàgnide;;;;femení singular;;
esfambrat;;-ada;;adjectiu;;
esfinterial;;;;adjectiu;;
esgarracimals;;;;masculí;;
esgarramantes;;;;adjectiu i masculí i femení invariable;;
esgarranxós;;-osa;;adjectiu;;
esgarranyós;;-osa;;adjectiu;;
esglaiadís;;-issa;;adjectiu;;
esgoladora;;;;femení;;
esgotable;;;;adjectiu;;
esguerda;;;;femení;;
esguilló;;;;masculí;;
esllissar;;;;verb intransitiu;;
esllissent;;;;adjectiu;;
esllissó;;;;masculí;;
esmaltable;;;;adjectiu;;
esmegma;;;;masculí;;
esmeperdut;;-uda;;adjectiu;;
esmolaire;;;;masculí i femení;;
esmussós;;-osa;;adjectiu;;
esòpic;;-a;;adjectiu;;
espampolador;;-a;;masculí i femení;;
espampolament;;;;masculí;;
espardalitzar;;;;verb transitiu;;
espardalitzat;;-ada;;adjectiu;;
espardenyà;;;-aes;masculí;col·loquial;
espareguer;;;;masculí;;
esparregar;;;;masculí;;
espartal;;;;masculí;;
espartó;;;;masculí;;
espartonada;;;;femení;;
espartós;;-osa;;adjectiu;;
espear-se;;;;verb pronominal;;
espeat;;-ada;;adjectiu;;
espectacularitzar;;;;verb transitiu i pronominal;;
espellucalles;;;;femení plural;;
espeltar;;;;masculí;;
espenjollament;;;;masculí;;
espentolament;;;;masculí;;
espenyament;;;;masculí;;
esperesó;;;espereó;masculí;;
espermicida;;;;masculí;;
espermiologia;;;;femení;;
espertugada;;;;femení;;
espigadora;;;;femení;;
espigarrallat;;-ada;;adjectiu;;
espillerar;;;;verb transitiu;;
espillet;;;;masculí;;
espillet;;;;masculí plural;;
espinacard;;;;masculí;;
espinarenc;;-a;;adjectiu i masculí i femení;;
espinarenc;;-a;;adjectiu;;
espinella;;;;femení;;
espinescència;;;;femení;;
espírea;;;;femení;;
espirit;;;;masculí;col·loquial;
espirografia;;;;femení;;
espissatus;;;;adjectiu invariable;;
espitrellat;;-ada;;adjectiu;;
esplancnografia;;;;femení;;
esplatxó;;;;masculí;;
esplenectomia;;;;femení;;
esplenitis;;;;femení invariable;;
espollegar;;;;verb transitiu;;
espoltida;;;;femení;;
espoltir;;;;verb transitiu i pronominal;;
espoltir;;;;verb transitiu;;
espoltir;;;;verb intransitiu;;
espoltir;;;;verb pronominal;;
esporgadura;;;;femení;;
esporgueres;;;;femení plural;;
esporobolus;;;;masculí invariable;;
esporogènesi;;;;femení;;
espurnadissa;;;;femení;;
esquarterador;;-a;;masculí i femení;;
esquellós;;-a;;adjectiu;;
esquerranista;;;;adjectiu;;
esquerranista;;;;masculí i femení;;
esqueta;;;;femení;;
esqueta;;;;masculí i femení;;
esqueta;;;;loc. verb.;;
esquifinyat;;-ada;;adjectiu;;
esquill;;;;loc. adv. s.l.;;
esquimar;;;;verb transitiu;antic;
esquitllentes;;;;loc. adv. s.l.;;
estaconament;;;;masculí;;
estaconar;;;;verb transitiu;;
estaconar;;;;verb transitiu i pronominal;;
estaller;;-a;;masculí i femení;;
estandard;;;;masculí;;
estanquitzar;;;;verb transitiu;;
estantolament;;;;masculí;;
estanyatge;;;;masculí;;
estatiu;;;;adjectiu;;
estatolit;;;;masculí;;
estatúder;;;;masculí;;
estatuderat;;;;masculí;;
estatxa;;;;femení;;
estemma;;;;masculí;;
estenalletes;;;;femení plural;;
estenoglós;;;;masculí plural;;
estenoglós;;;-ossos;masculí singular;;
estenotípic;;-a;;adjectiu;;
esteranyit;;;;masculí;;
estereograma;;;;masculí;;
estesina;;;;femení;;
estibó;;;;masculí;;
esticomític;;;;adjectiu;;
estill;;;;masculí;;
estipticitat;;;;femení;;
estíquica;;;;femení;;
estirós;;-osa;;adjectiu;;
estisorador;;-a;;masculí i femení;;
estiuerol;;;;masculí;;
estómec;;;;masculí;;
estomordir;;;;verb transitiu;col·loquial;
estopar;;;;verb transitiu;;
estoperol;;;;masculí;;
estorenc;;-a;;adjectiu;;
estorrufar;;;;verb transitiu i pronominal;;
estratiformis;;;;adjectiu invariable;;
estreleta;;;;femení;;
estreptocòccic;;-a;;adjectiu;;
estretiment;;;;masculí;;
estriballons;;;;masculí plural;;
estribanelles;;;;femení plural;;
estrici;;;;masculí;;
estridular;;;;verb intransitiu;;
estrocussar;;;;verb transitiu i pronominal;;
estrocussó;;;;masculí;;
estufarrada;;;;femení;;
estufarrament;;;;Masculí;;
estufarrar;;;;verb transitiu i pronominal;;
estufó;;;;masculí;;
esvarida;;;;femení;;
esvarida;;;;loc. adj.;;
esvedillar;;;;verb transitiu i pronominal;;
esvedillar;;;;verb transitiu;;
esventida;;;;femení;;
esventir-se;;;;verb pronominal;;
esventolejar;;;;verb transitiu i pronominal;;
et alia;llatí;;;loc. subst.;;
eternalisme;;;;masculí;;
eubòlia;;;;femení;;
eucaliptar;;;;masculí;;
eucàride;;;;masculí plural;;
eucàride;;;;masculí singular;;
eucestode;;;;masculí plural;;
eucestode;;;;masculí singular;;
euritèrmia;;;;femení;;
eurocambra;;;;femení;;
eurociutadà;;-ana;;masculí i femení;;
eurociutadania;;;;femení;;
eurocràcia;;;;femení;;
euroelecció;;;;femení;;
euròfil;;-a;;masculí i femení;;
eurofília;;;;femení;;
eurofuncionari;;-ària;;masculí i femení;;
euromatrícula;;;;femení;;
eurorècord;;;;masculí;;
eurosúper;;;;femení;;
eurotúnel;;;;masculí;;
eurovisió;;;;femení;;
euskaldun;;;;masculí i femení;;
euskaldunització;;;;femení;;
euskaldunitzar;;;;verb transitiu;;
eutòcic;;-a;;adjectiu;;
eve;;;;femení;;
evolar;;;;masculí;;
evolera;;;;femení;;
exalçador;;-a;;adjectiu;;
exanimació;;;;femení;;
exceptuació;;;;femení;;
excomunicador;;-a;;masculí i femení;;
exemplaritzar;;;;verb transitiu;;
exhortador;;-a;;adjectiu;;
exonímia;;;;femení;;
exoparàsit;;;;masculí;;
exorar;;;;verb transitiu;;
exorbitar;;;;verb transitiu;;
exotoponímia;;;;femení;;
expendició;;;;femení;;
explicitud;;;;femení;;
expondre;;;;verb transitiu i pronominal;;
exsanguinació;;;;femení;;
extractador;;-a;;adjectiu;;
extradible;;;;adjectiu i masculí i femení;;
extraditable;;;;adjectiu i masculí i femení;;
extraditar;;;;verb transitiu;;
extrasensible;;;;adjectiu;;
extrasolar;;;;adjectiu;;
extremaunciar;;;;verb transitiu;;
extremaunció;;;;femení;;
extremositat;;;;femení;;
f;;;;femení;;
fabla;;;;femení;;
fabliau;francés;;;masculí;;
fabulístic;;-a;;adjectiu;;
fabulística;;;;femení;;
facetatge;;;;masculí;;
facilejar;;;;verb intransitiu;;
facsimilar;;;;adjectiu;;
facund;;-a;;adjectiu;;
facundament;;;;adverbi;;
facunditat;;;;femení;;
fadrinel·lo;;-a;;masculí i femení;;
faeneta;;;;femení;;
fageta;;;;femení;;
fair-play;anglés;;;masculí;;
faisaner;;-a;;masculí i femení;;
faixadura;;;;femení;;
faixament;;;;masculí;;
faixeta;;;;femení;;
fajar;;;;masculí;;
fal;;;;masculí;;
falagueral;;;;masculí;;
falaguerar;;;;masculí;;
falaguereda;;;;femení;;
falaguereta;;;;femení;;
falaguerola;;;;femení;;
falcata;;;;femení;;
falcer;;-a;;masculí i femení;;
falcifoliat;;-ada;;adjectiu;;
falcirostre;;;;adjectiu;;
faldonejar;;;;verb intransitiu;;
fallega;;;;femení;;
falorier;;-a;;adjectiu;;
falsejable;;;;adjectiu;;
falsetat;;;;femení;;
faluguejar;;;;verb intransitiu;;
faluguer;;;;masculí;;
familiatura;;;;femení;;
fandanguejar;;;;verb intransitiu;;
fandanguer;;-a;;masculí i femení;;
fandanguer;;-a;;adjectiu i masculí i femení;;
fanguitx;;;;masculí;;
fanzine;anglés;;;masculí;;
farandulejar;;;;verb intransitiu;;
farer;;-a;;masculí i femení;;
farfalà;;;;masculí;;
fargandà;;-ana;;adjectiu;;
fargandà;;-ana;;adjectiu i masculí i femení;;
farinal;;;;masculí;;
farinassa;;;;femení;;
farjar;;;;verb transitiu;;
farlopa;;;;femení;col·loquial;
farmacosiderita;;;;femení;;
farmacoteca;;;;femení;;
faroleria;;;;femení;;
farolet;;;;masculí;;
farolet;;;;masculí plural;;
farra;;;;femení;col·loquial;
farruca;;;;femení;;
fartabous;;;;femení invariable;;
fartament;;;;masculí;;
fartapobres;;;;masculí invariable;;
faseolat;;-ada;;adjectiu;;
fasos;;;;masculí plural;;
fast-food;anglés;;;masculí;;
fastidi;;;;masculí;col·loquial;
fastidiar;;;;verb transitiu i pronominal;col·loquial;
fastidiós;;-osa;;adjectiu;col·loquial;
fastijar;;;;verb transitiu;antic;
fatigable;;;;adjectiu;;
fatxor;;;;femení;col·loquial;
faulesc;;-a;;adjectiu;;
favós;;-osa;;adjectiu;;
faxejar;;;;verb transitiu;;
febronada;;;;femení;col·loquial;
feixistitzant;;;;adjectiu;;
feixugueria;;;;femení;;
felicitador;;-a;;masculí i femení;;
fembril;;;;adjectiu;antic;
femellada;;;;femení;;
femenil;;;;adjectiu;antic;
femeral;;;;masculí;;
femós;;-osa;;adjectiu;;
femtòmetre;;;;masculí;;
fenassosa;;;;femení;;
fenicar;;;;verb transitiu;;
fenicina;;;;femení;;
fenollada;;;;femení;;
fenollassa;;;;femení;;
fenolleda;;;;femení;;
fenollosa;;;;femení;;
feocèfal;;-a;;adjectiu;;
feoftalm;;;;adjectiu;;
feriar;;;;verb intransitiu;antic;
feromònic;;-a;;adjectiu;;
ferraginal;;;;masculí;;
ferraginar;;;;masculí;;
ferratger;;-a;;adjectiu;;
ferratjador;;-a;;masculí i femení;;
ferratjó;;;;masculí;;
ferribusterri;;;;masculí;;
fesada;;;;femení;;
festivaler;;-a;;adjectiu;;
festonar;;;;verb transitiu;;
fettuccini;italià;;;masculí;;
fiblall;;;;masculí;antic;
fibrar;;;;verb transitiu i pronominal;;
fibroferrita;;;;femení;;
ficament;;;;masculí;;
fiçar;;;;verb transitiu;;
fideïcomissar;;;;verb transitiu;;
fideuà;;;-aes;femení;col·loquial;
fielat;;;;masculí;;
fifty-fifty;anglés;;;adverbi;;
figaronenc;;-a;;adjectiu i masculí i femení;;
figaronenc;;-a;;adjectiu;;
figat;;;;masculí;;
figot;;;;masculí;;
figuerada;;;;femení;;
figueram;;;;masculí;;
figueró;;;;masculí;;
fil·lobranqui;;;;adjectiu;;
fil·locèfal;;-a;;adjectiu;;
fil·loderm;;-a;;adjectiu;;
fil·loxèric;;-a;;adjectiu;;
filadet;;;;masculí;;
filadura;;;;femení;;
filantropisme;;;;masculí;;
filarxós;;-osa;;adjectiu;;
filasser;;-a;;masculí i femení;;
filatge;;;;masculí;;
filetatge;;;;masculí;;
filetejador;;-a;;masculí i femení;;
filibusterri;;;;masculí;;
filicata;;;;femení;;
filicida;;;;masculí i femení;;
filicidi;;;;masculí;;
filicina;;;;femení;;
fillar;;;;verb intransitiu;antic;
filling;anglés;;;masculí;;
fillolaire;;;;adjectiu i masculí i femení;;
fillolaire;;;;adjectiu;;
filodi;;;;masculí;;
filoni;;;;masculí;;
filotècnia;;;;femení;;
filoteràpia;;;;femení;;
filoterrorista;;;;adjectiu i masculí i femení;;
filtrament;;;;masculí;;
finn;anglés;;;masculí;;
fisga;;;;femení;col·loquial;
fisgó;;-ona;;adjectiu i masculí i femení;col·loquial;
fisgueta;;;;adjectiu i masculí i femení;col·loquial;
fisioculturisme;;;;masculí;;
fisiologisme;;;;masculí;;
fisocarp;;;;adjectiu;;
fissifoliat;;-ada;;adjectiu;;
fistulàrid;;;;masculí plural;;
fistulàrid;;;;masculí singular;;
fitament;;;;adverbi;;
fitobiològic;;-a;;adjectiu;;
fitocromàtic;;-a;;adjectiu;;
fitomonadí;;-ina;;adjectiu;;
fitonímia;;;;femení;;
fitorament;;;;masculí;;
fitosociològic;;-a;;adjectiu;;
fitotròfia;;;;femení;;
flabel·lar;;;;verb transitiu;;
flacús;;-ussa;;adjectiu;;pejoratiu
flagrància;;;;femení;antic;
flairor;;;;femení;;
flamboià;;;;masculí;;
flamerola;;;;femení;;
flamívol;;-a;;adjectiu;;
flato;;;;masculí;col·loquial;
flauteig;;;;masculí;;
flautejar;;;;verb intransitiu;;
fleborràgia;;;;femení;;
flema;;;;femení;;
flemàtic;;-a;;adjectiu;;
flemàtic;;-a;;adjectiu i masculí i femení;;
flemàticament;;;;adverbi;;
flemó;;;;masculí;;
flemonós;;-osa;;adjectiu;;
flemós;;-osa;;adjectiu;;
flequeria;;;;femení;;
flerovi;;;;masculí;;
fletxar;;;;verb transitiu;;
flexaedre;;;;masculí;;
flexura;;;;femení;;
flicar;;;;verb transitiu;col·loquial;
flicar;;;;locució;;
flitador;;;;masculí;;
flixament;;;;masculí;;
floquer;;-a;;masculí i femení;;
floràlia;;;;femení;;
floresta;;;;femení;;
floriforme;;;;adjectiu;;
flotaire;;;;adjectiu i masculí i femení;;
flotejar;;;;verb intransitiu;;
fluixenc;;-a;;adjectiu;;
fluixetat;;;;femení;;
fluxograma;;;;masculí;;
fogasseta;;;;femení;;
fogatada;;;;femení;;
fogoneu;;;;masculí;;
fogueral;;;;masculí;;
foguerir;;;;verb transitiu;col·loquial;
foja;;;;loc. verb.;;
fole;;;;interjecció;col·loquial;
folgueronenc;;-a;;adjectiu i masculí i femení;;
folgueronenc;;-a;;adjectiu;;
foliatura;;;;femení;;
folier;;-a;;masculí i femení;;
fòllega;;;;femení;;
fòllega;;;;loc. verb.;;
fondable;;;;adjectiu;;
fòndec;;;;masculí;antic;
fondello;;;;masculí;;
fonévol;;;;masculí;;
fonofar;;;;masculí;;
fonogènic;;-a;;adjectiu;;
fonor;;;;femení;;
fonós;;-osa;;adjectiu;;
fonovisió;;;;femení;;
fontanal;;;;masculí;;
fontanar;;;;masculí;;
font-rabiosat;;-ada;;adjectiu i masculí i femení;;
font-rabiosat;;-ada;;adjectiu;;
footing;anglés;;;masculí;;
foraca;;;;femení;;
foradamàrgens;;;;masculí invariable;;
foraminat;;-ada;;adjectiu;;
forcallada;;;;femení;;
forceguejar;;;;verb intransitiu;;
forèsia;;;;femení;;
foresta;;;;femení;;
forfer;;;;verb intransitiu;antic;
forfollons;;;;loc. adv. s.l.;;
forjament;;;;masculí;;
formateig;;;;femení;;
formatejar;;;;verb transitiu;;
fornet;;;;masculí;;
fornil;;;;masculí;;
forniller;;-a;;masculí i femení;;
forradura;;;;femení;;
forreria;;;;femení;;
fortificador;;-a;;adjectiu;;
fosfocromat;;;;masculí;;
fosfocromita;;;;femení;;
fosforina;;;;femení;;
fosquera;;;;femení;;
fosquina;;;;femení;;
fossor;;;;adjectiu;;
fotobacteri;;;;femení;;
fotobiologia;;;;femení;;
fotocarcinogènesi;;;;femení;;
fotocromàtic;;-a;;adjectiu;;
fotodegradable;;;;adjectiu;;
fotogènesi;;;;femení;;
fotoinduït;;;;adjectiu;;
fotonotícia;;;;femení;;
fotoprotecció;;;;femení;;
fotoprotector;;-a;;adjectiu i masculí;;
fototòxic;;-a;;adjectiu;;
fototoxicitat;;;;femení;;
fotraquera;;;;femení;col·loquial;
fotrassada;;;;femení;col·loquial;
fótrins;;;;interjecció;col·loquial;
fotris;;;;interjecció;col·loquial;
fox-terrier;anglés;;;masculí;;
fracte;;;;adjectiu;;
francesejar;;;;verb intransitiu;;
franceset;;;;masculí;;
francillot;;;;masculí;;
franglais;francés;;;masculí;;
frarenc;;-a;;adjectiu;;
frarer;;-a;;adjectiu i masculí i femení;;
frareria;;;;femení;;
fraretaques;;;;masculí invariable;;
frasqueries;;;;femení plural;antic;
frasques;;;;femení plural;antic;
fraternització;;;;femení;;
frauejar;;;;verb intransitiu;;
frauler;;-a;;masculí i femení;;
frauler;;-a;;masculí;;
fraulot;;;;masculí;;
fredat;;;;femení;col·loquial;
fredenc;;-a;;adjectiu i masculí i femení;;
fredenc;;-a;;adjectiu;;
fredorenc;;-a;;adjectiu;;
fregidor;;-a;;adjectiu i masculí i femení;;
fregitó;;;;masculí;;pejoratiu
fregitori;;;;masculí;;pejoratiu
frescorós;;-osa;;adjectiu i masculí i femení;;
fressador;;;;masculí;;
fricativització;;;;femení;;
fricativitzar;;;;verb transitiu i pronominal;;
friselina;;;;femení;;
friseta;;;;femení;;
fritanga;;;;femení;;
frontejar;;;;verb intransitiu;;
frontennis;;;;masculí invariable;;
frontut;;-uda;;adjectiu i masculí i femení;;
fructícola;;;;adjectiu;;
fruiteral;;;;masculí;;
fuagràs;;;-assos;masculí;;
fucosana;;;;femení;;
fuetejador;;-a;;adjectiu i masculí i femení;;
fugent;;;;adjectiu;;
fugidor;;-a;;adjectiu;;
fulcri;;fúlcria;;adjectiu;;
fullaram;;;;masculí;;
fumadet;;;;masculí;;
fumadeta;;;;femení;;
fumariàcia;;;;femení;;
fumata;;;;femení;;
fumegueral;;;;masculí;;
fumerejar;;;;verb intransitiu;;
fundible;;;;adjectiu;;
fundibulari;;;;masculí;;
fundició;;;;femení;;
funky;anglés;;;masculí;;
funyador;;-a;;adjectiu;;
funyar;;;;verb transitiu;;
furejar;;;;verb intransitiu;;
furfurol;;;;masculí;;
furgamenta;;;;femení;col·loquial;
furgatxo;;;;masculí;;
furgona;;;;femení;;
furri;;fúrria;;adjectiu;;
furtamantes;;;;masculí i femení invariable;;
furtó;;-ona;;adjectiu i masculí i femení;;
fusellatge;;;;masculí;;
fusoespiroquetosi;;;;femení;;
fussa;;;;femení;;
fussada;;;;femení;;
fussador;;-a;;adjectiu i masculí i femení;;
fussador;;-a;;adjectiu;;
fussanyer;;-a;;adjectiu i masculí i femení;;
fussar;;;;verb transitiu;;
fusteratge;;;;masculí;;
futimanya;;;;femení;;
gabellar;;;;verb transitiu;antic;
gabiot;;;;masculí;;
gafar;;;;verb transitiu;;
gaiac;;;;masculí;;
gaidó;;;;loc. adv. s.l.;;
gaiet;;-eta;;masculí i femení;;
gairell;;;;loc. adv. s.l.;;
gal·licós;;-osa;;adjectiu;;
gal·lòfil;;-a;;adjectiu i masculí i femení;;
gal·lofília;;;;femení;;
gal·lòfob;;-a;;adjectiu i masculí i femení;;
gal·lofòbia;;;;femení;;
gal·lomania;;;;femení;;
galactografia;;;;femení;;
galavardera;;;;femení;;
galdir;;;;verb transitiu i pronominal;;
galdufar;;;;verb transitiu;;
galenisme;;;;masculí;;
galenista;;;;masculí i femení;;
galerístic;;-a;;adjectiu;;
galladura;;;;femení;;
gallegada;;;;femení;;
gallegoportugués;;-esa;;adjectiu;;
